sample_id	cluster_id
PD44887c_lo0001	00
PD44887c_lo0002	00
PD44887c_lo0003	00
PD44887f_lo0003	00
PD44887g_lo0002	00
PD44887g_lo0004	00
PD44887g_lo0005	00
PD44887g_lo0003	00
PD44887h_lo0002	00
PD44887h_lo0003	00
PD44887h_lo0004	00
PD44887h_lo0005	00
PD44887h_lo0006	00
PD44887b_lo0004	00
PD44887b_lo0005	00
PD44887b_lo0008	00
PD44887b_lo0018	00
PD44887f_lo0002	00
PD44887b_lo0001	01
PD44887e_lo0001	01
PD44887e_lo0003	01
PD44887e_lo0002	01
PD44887g_lo0006	01
PD44887b_lo0002	02
PD44887b_lo0003	02
PD44887f_lo0001	02
PD44887b_lo0006	02
PD44887b_lo0019	02
PD44887e_lo0005	03
PD44887e_lo0004	03
PD44887e_lo0006	03
