sample_id	cluster_id
PD48402b_lo0400	00
PD48402b_lo0425	00
PD48402b_lo0242	00
PD48402b_lo0016	00
PD48402b_lo0241	00
PD48402b_lo0335	00
PD48402b_lo0392	00
PD48402b_lo0062	00
PD48402b_lo0147	00
PD48402b_lo0094	00
PD48402b_lo0078	00
PD48402b_lo0234	00
PD48402b_lo0397	00
PD48402b_lo0005	00
PD48402b_lo0210	00
PD48402b_lo0428	00
PD48402b_lo0251	00
PD48402b_lo0350	00
PD48402b_lo0355	00
PD48402b_lo0093	00
PD48402b_lo0215	00
PD48402b_lo0162	00
PD48402b_lo0417	00
PD48402b_lo0141	00
PD48402b_lo0286	01
PD48402b_lo0195	01
PD48402b_lo0403	01
PD48402b_lo0196	01
PD48402b_lo0289	01
PD48402b_lo0420	01
PD48402b_lo0045	01
PD48402b_lo0087	01
PD48402b_lo0119	01
PD48402b_lo0331	01
PD48402b_lo0181	01
PD48402b_lo0406	01
PD48402b_lo0135	01
PD48402b_lo0239	01
PD48402b_lo0372	02
PD48402b_lo0310	02
PD48402b_lo0053	02
PD48402b_lo0216	02
PD48402b_lo0134	02
PD48402b_lo0273	02
PD48402b_lo0298	03
PD48402b_lo0270	03
PD48402b_lo0186	03
PD48402b_lo0038	03
PD48402b_lo0001	04
PD48402b_lo0353	04
PD48402b_lo0003	04
PD48402b_lo0271	04
PD48402b_lo0408	04
PD48402b_lo0149	04
PD48402b_lo0023	04
PD48402b_lo0206	04
PD48402b_lo0421	04
PD48402b_lo0246	04
PD48402b_lo0275	04
PD48402b_lo0056	04
PD48402b_lo0416	04
PD48402b_lo0046	04
PD48402b_lo0404	04
PD48402b_lo0245	04
PD48402b_lo0354	04
PD48402b_lo0324	04
PD48402b_lo0030	04
PD48402b_lo0106	04
PD48402b_lo0202	04
PD48402b_lo0230	04
PD48402b_lo0009	04
PD48402b_lo0390	04
PD48402b_lo0384	04
PD48402b_lo0317	04
PD48402b_lo0424	04
PD48402b_lo0178	04
PD48402b_lo0220	04
PD48402b_lo0027	04
PD48402b_lo0437	04
PD48402b_lo0261	04
PD48402b_lo0402	04
PD48402b_lo0433	04
PD48402b_lo0208	04
PD48402b_lo0365	04
PD48402b_lo0077	04
PD48402b_lo0268	04
PD48402b_lo0231	04
PD48402b_lo0025	04
PD48402b_lo0219	04
PD48402b_lo0287	04
PD48402b_lo0229	04
PD48402b_lo0207	04
PD48402b_lo0394	04
PD48402b_lo0318	04
PD48402b_lo0084	04
PD48402b_lo0140	04
PD48402b_lo0191	04
PD48402b_lo0244	04
PD48402b_lo0382	04
PD48402b_lo0263	04
PD48402b_lo0193	04
PD48402b_lo0214	04
PD48402b_lo0356	04
PD48402b_lo0197	04
PD48402b_lo0418	04
PD48402b_lo0411	04
PD48402b_lo0254	04
PD48402b_lo0377	04
PD48402b_lo0301	04
PD48402b_lo0434	04
PD48402b_lo0272	04
PD48402b_lo0334	04
PD48402b_lo0409	04
PD48402b_lo0032	04
PD48402b_lo0089	04
PD48402b_lo0044	04
PD48402b_lo0050	04
PD48402b_lo0064	04
PD48402b_lo0264	04
PD48402b_lo0169	04
PD48402b_lo0305	04
PD48402b_lo0080	04
PD48402b_lo0127	04
PD48402b_lo0166	04
PD48402b_lo0288	04
PD48402b_lo0316	04
PD48402b_lo0079	04
PD48402b_lo0379	04
PD48402b_lo0262	04
PD48402b_lo0352	04
PD48402b_lo0040	04
PD48402b_lo0069	04
PD48402b_lo0160	04
PD48402b_lo0042	04
PD48402b_lo0388	04
PD48402b_lo0427	04
PD48402b_lo0401	04
PD48402b_lo0192	04
PD48402b_lo0010	04
PD48402b_lo0257	04
PD48402b_lo0419	04
PD48402b_lo0307	04
PD48402b_lo0172	04
PD48402b_lo0203	04
PD48402b_lo0029	04
PD48402b_lo0155	04
PD48402b_lo0090	04
PD48402b_lo0413	04
PD48402b_lo0020	04
PD48402b_lo0396	04
PD48402b_lo0068	04
PD48402b_lo0168	04
PD48402b_lo0218	04
PD48402b_lo0243	04
PD48402b_lo0022	04
PD48402b_lo0232	04
PD48402b_lo0306	04
PD48402b_lo0054	04
PD48402b_lo0190	04
PD48402b_lo0283	04
PD48402b_lo0398	04
PD48402b_lo0031	04
PD48402b_lo0035	04
PD48402b_lo0098	04
PD48402b_lo0058	04
PD48402b_lo0174	04
PD48402b_lo0095	04
PD48402b_lo0070	04
PD48402b_lo0265	04
PD48402b_lo0101	04
PD48402b_lo0112	04
PD48402b_lo0376	04
PD48402b_lo0247	04
PD48402b_lo0187	04
PD48402b_lo0072	04
PD48402b_lo0139	04
PD48402b_lo0348	04
PD48402b_lo0081	04
PD48402b_lo0369	04
PD48402b_lo0429	04
PD48402b_lo0212	04
PD48402b_lo0412	04
PD48402b_lo0100	04
PD48402b_lo0200	04
PD48402b_lo0057	04
PD48402b_lo0293	04
PD48402b_lo0204	04
PD48402b_lo0059	04
PD48402b_lo0295	04
PD48402b_lo0085	04
PD48402b_lo0299	04
PD48402b_lo0113	04
PD48402b_lo0015	04
PD48402b_lo0173	04
PD48402b_lo0142	04
PD48402b_lo0163	04
PD48402b_lo0017	04
PD48402b_lo0066	04
PD48402b_lo0238	04
PD48402b_lo0060	04
PD48402b_lo0061	04
PD48402b_lo0114	04
PD48402b_lo0086	04
PD48402b_lo0108	04
PD48402b_lo0111	04
PD48402b_lo0430	04
PD48402b_lo0341	04
PD48402b_lo0014	04
PD48402b_lo0083	04
PD48402b_lo0073	04
PD48402b_lo0180	04
PD48402b_lo0118	04
PD48402b_lo0125	04
PD48402b_lo0345	04
PD48402b_lo0282	04
PD48402b_lo0227	04
PD48402b_lo0269	04
PD48402b_lo0281	04
PD48402b_lo0358	04
PD48402b_lo0213	04
PD48402b_lo0387	04
PD48402b_lo0047	04
PD48402b_lo0006	04
PD48402b_lo0386	04
PD48402b_lo0322	04
PD48402b_lo0133	04
PD48402b_lo0076	04
PD48402b_lo0074	04
PD48402b_lo0104	04
PD48402b_lo0249	04
PD48402b_lo0039	04
PD48402b_lo0096	04
PD48402b_lo0329	04
PD48402b_lo0292	04
PD48402b_lo0436	04
PD48402b_lo0107	04
PD48402b_lo0349	04
PD48402b_lo0007	04
PD48402b_lo0233	04
PD48402b_lo0250	04
PD48402b_lo0008	04
PD48402b_lo0312	04
PD48402b_lo0036	04
PD48402b_lo0368	04
PD48402b_lo0422	04
PD48402b_lo0156	04
PD48402b_lo0126	04
PD48402b_lo0347	04
PD48402b_lo0217	04
PD48402b_lo0374	04
PD48402b_lo0237	04
PD48402b_lo0097	04
PD48402b_lo0378	04
PD48402b_lo0385	04
PD48402b_lo0414	04
PD48402b_lo0381	04
PD48402b_lo0346	04
PD48402b_lo0258	04
PD48402b_lo0364	04
PD48402b_lo0371	04
PD48402b_lo0395	04
PD48402b_lo0432	04
PD48402b_lo0154	04
PD48402b_lo0161	04
PD48402b_lo0362	04
PD48402b_lo0184	04
PD48402b_lo0380	04
PD48402b_lo0013	04
PD48402b_lo0041	04
PD48402b_lo0357	04
PD48402b_lo0019	04
PD48402b_lo0021	04
PD48402b_lo0179	04
PD48402b_lo0120	04
PD48402b_lo0225	04
PD48402b_lo0344	04
PD48402b_lo0259	04
PD48402b_lo0319	04
PD48402b_lo0276	04
PD48402b_lo0336	04
PD48402b_lo0209	04
PD48402b_lo0370	04
PD48402b_lo0185	04
PD48402b_lo0339	04
PD48402b_lo0055	04
PD48402b_lo0033	04
PD48402b_lo0002	04
PD48402b_lo0175	04
PD48402b_lo0389	04
PD48402b_lo0167	04
PD48402b_lo0092	04
PD48402b_lo0188	04
PD48402b_lo0248	04
PD48402b_lo0274	04
PD48402b_lo0328	04
PD48402b_lo0067	04
PD48402b_lo0313	04
PD48402b_lo0037	04
PD48402b_lo0128	04
PD48402b_lo0211	04
PD48402b_lo0099	04
PD48402b_lo0052	04
PD48402b_lo0201	04
PD48402b_lo0253	04
PD48402b_lo0182	04
PD48402b_lo0361	04
