sample_id	cluster_id
PD45534nm2	02
PD45534xy	02
PD45534ek	02
PD45534wb	02
PD45534ym	02
PD45534os	02
PD45534ow2	02
PD45534qg2	02
PD45534qv2	02
PD45534if2	02
PD45534t	03
PD45534i	03
PD45534ua2	03
PD45534jx2	03
PD45534df	03
PD45534jc2	03
PD45534an	03
PD45534rf2	03
PD45534oq2	03
PD45534db	03
PD45534jq2	03
PD45534ro2	03
PD45534pj2	04
PD45534cu	04
PD45534kd2	04
PD45534iz2	04
PD45534e	04
PD45534hz2	04
PD45534ne	04
PD45534xi	04
PD45534ia	04
PD45534qb2	05
PD45534ts	05
PD45534nu2	05
PD45534ws	05
PD45534sl	06
PD45534dq	06
PD45534dh	06
PD45534uq2	06
PD45534lr2	07
PD45534yk	07
PD45534hu2	07
PD45534qu2	07
PD45534ie2	07
PD45534lv	07
PD45534ok	07
PD45534kc2	07
PD45534dg	07
PD45534ke2	07
PD45534rg	07
PD45534wj	07
PD45534xv	07
PD45534ka2	07
