sample_id	cluster_id
PD43974he	00
PD43974gu	00
PD43974jj	00
PD43974hm	00
PD43974el	00
PD43974lg	00
PD43974on	00
PD43974hs	00
PD43974ew	00
PD43974fo	00
PD43974r2	00
PD43974at	00
PD43974ko	00
PD43974ok	00
PD43974ig	00
PD43974hg2	00
PD43974ja	00
PD43974ad	00
PD43974ee	00
PD43974br	00
PD43974g2	00
PD43974ex	00
PD43974mv	00
PD43974ic	00
PD43974ns	01
PD43974kx	01
PD43974ii	01
PD43974k	01
PD43974jh	01
PD43974f2	01
PD43974bd	01
PD43974jg	01
PD43974jf	01
PD43974kg	01
PD43974cn	01
PD43974lb	01
PD43974gt	01
PD43974pd	01
PD43974jt	01
PD43974fq2	01
PD43974op	02
PD43974pv	02
PD43974lc	02
PD43974fe	02
PD43974cg	02
PD43974b3	02
PD43974fz	02
PD43974kv	02
PD43974kh	02
PD43974gs	02
PD43974ie	02
PD43974ph	02
PD43974fp	02
PD43974ep	03
PD43974aq	03
PD43974bu	03
PD43974gl	03
PD43974or	03
PD43974eh	03
PD43974os	03
PD43974if	03
PD43974gi	03
PD43974fm	03
PD43974gw	03
PD43974ef	03
PD43974bx2	03
PD43974fr	04
PD43974kz	04
PD43974ji	04
PD43974by2	04
PD43974ju	04
PD43974po	04
PD43974fg	04
PD43974gx2	04
PD43974jp	04
PD43974lk	04
PD43974gg	05
PD43974ow	05
PD43974ff	05
PD43974gp	05
PD43974pq	05
PD43974s2	05
PD43974iz	06
PD43974qa	06
PD43974ac2	06
PD43974mp	06
PD43974pw	06
PD43974ib	06
PD43974bk2	07
PD43974gb	07
PD43974j	07
PD43974cc2	07
PD43974pj	07
PD43974nk	08
PD43974fa	08
PD43974ev	08
PD43974jc	09
PD43974w	09
PD43974ia	09
PD43974ai	10
PD43974av	10
PD43974iv	10
PD43974jk	10
PD43974ei	10
PD43974i	10
PD43974ga	10
PD43974et	10
PD43974oo	10
PD43974kq	10
PD43974fi	10
PD43974ov	10
PD43974hc	10
PD43974bw3	10
PD43974fj	10
PD43974ap2	10
PD43974ce	10
PD43974eu2	10
PD43974az	10
PD43974eo	10
PD43974gc2	10
PD43974lh	10
PD43974cp	10
PD43974e	10
PD43974bt	10
PD43974ey	10
PD43974fc	10
PD43974ge	10
